factor_size;factor_distance;view_angle;view_radius;robot_type_str;grid_size;initial_no_robots;Step;Explored_min;Explored_max;Explored_mean;Explored_median;Explored_std;Explored_fields_min;Explored_fields_max;Explored_fields_mean;Explored_fields_median;Explored_fields_std;Step_Count_All_Agents_min;Step_Count_All_Agents_max;Step_Count_All_Agents_mean;Step_Count_All_Agents_median;Step_Count_All_Agents_std
0.0;1.0;360;3;FBERobot;40;1;550;96.1875;100.0;99.36;100.0;1.0753330394967584;1539;1600;1589.76;1600.0;17.205328631948134;488;550;538.44;550.0;20.110279295259257
0.0;1.0;360;3;FBERobot;40;1;575;98.0625;100.0;99.72;100.0;0.49414541129105083;1569;1600;1595.52;1600.0;7.906326580656813;488;575;548.36;550.0;27.916363182429993
0.0;1.0;360;3;FBERobot;40;1;600;99.375;100.0;99.925;100.0;0.2072890493972118;1590;1600;1598.8;1600.0;3.3166247903553887;488;600;554.04;550.0;34.34443186311284
0.0;1.0;360;3;FBERobot;40;1;625;99.875;100.0;99.99;100.0;0.03461093276215816;1598;1600;1599.84;1600.0;0.5537749241945306;488;625;556.28;550.0;37.978634344413514
0.0;1.0;360;3;FBERobot;40;1;650;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;675;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;700;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;725;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;750;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;775;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;800;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;825;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;850;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;875;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;900;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;925;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;950;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;975;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;1;1000;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;488;627;556.44;550.0;38.28302495885087
0.0;1.0;360;3;FBERobot;40;3;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;360;3;FBERobot;40;3;25;21.1875;32.375;28.125;28.875;2.782888094378453;339;518;450.0;462.0;44.52620951005523;75;75;75.0;75.0;0.0
0.0;1.0;360;3;FBERobot;40;3;50;34.875;55.43749999999999;44.735;45.0;4.7149985087484385;558;887;715.76;720.0;75.43997613997503;147;150;149.8;150.0;0.7071067811865527
0.0;1.0;360;3;FBERobot;40;3;75;36.9375;70.625;57.735;58.06249999999999;8.421634002426925;591;1130;923.76;929.0;134.7461440388308;220;225;224.6;225.0;1.154700538379253
0.0;1.0;360;3;FBERobot;40;3;100;47.6875;87.4375;69.515;71.1875;9.986812267727544;763;1399;1112.24;1139.0;159.7889962836407;295;300;299.32;300.0;1.2151817422371902
0.0;1.0;360;3;FBERobot;40;3;125;61.5;95.1875;80.185;81.25;8.737369604415662;984;1523;1282.96;1300.0;139.7979136706506;370;375;374.28;375.0;1.208304597359457
0.0;1.0;360;3;FBERobot;40;3;150;75.375;98.625;90.3925;92.25;7.304026429534146;1206;1578;1446.28;1476.0;116.86442287254634;445;450;449.16;450.0;1.3441230102437223
0.0;1.0;360;3;FBERobot;40;3;175;84.875;100.0;95.465;98.125;4.769493989582822;1358;1600;1527.44;1570.0;76.31190383332515;520;525;523.96;524.0;1.3686976778432263
0.0;1.0;360;3;FBERobot;40;3;200;87.625;100.0;98.5525;99.9375;3.202460805120544;1402;1600;1576.84;1599.0;51.2393728819287;552;600;590.16;597.0;14.243946082459024
0.0;1.0;360;3;FBERobot;40;3;225;92.9375;100.0;99.5125;100.0;1.5102729816714142;1487;1600;1592.2;1600.0;24.164367706742627;552;674;625.36;637.0;41.31876087203002
0.0;1.0;360;3;FBERobot;40;3;250;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;735;635.4;642.0;55.2049212782097
0.0;1.0;360;3;FBERobot;40;3;275;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;300;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;325;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;350;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;375;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;400;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;425;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;450;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;475;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;500;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;525;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;550;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;575;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;600;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;625;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;650;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;675;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;700;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;725;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;750;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;775;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;800;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;825;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;850;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;875;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;900;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;925;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;950;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;975;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;3;1000;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;552;754;636.32;642.0;57.026105133234076
0.0;1.0;360;3;FBERobot;40;6;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;360;3;FBERobot;40;6;25;45.125;58.06249999999999;51.9675;51.81249999999999;3.2822478641422963;722;929;831.48;829.0;52.515965826276755;150;150;150.0;150.0;0.0
0.0;1.0;360;3;FBERobot;40;6;50;64.875;83.25;73.78;73.375;4.696731188195323;1038;1332;1180.48;1174.0;75.14769901112517;296;300;299.52;300.0;1.0049875621120876
0.0;1.0;360;3;FBERobot;40;6;75;68.6875;98.625;88.5625;88.625;6.156144246130583;1099;1578;1417.0;1418.0;98.49830793808933;439;450;448.4;449.0;2.783882181415018
0.0;1.0;360;3;FBERobot;40;6;100;85.4375;100.0;96.905;98.3125;4.183226986530056;1367;1600;1550.48;1573.0;66.9316317844809;580;600;595.88;598.0;4.83321838943781
0.0;1.0;360;3;FBERobot;40;6;125;97.3125;100.0;99.7375;100.0;0.6786840053859128;1557;1600;1595.8;1600.0;10.858944086174604;623;746;697.12;703.0;40.45812650135941
0.0;1.0;360;3;FBERobot;40;6;150;99.8125;100.0;99.9925;100.0;0.037499999999999874;1597;1600;1599.88;1600.0;0.599999999999998;623;894;738.52;727.0;82.34132214953398
0.0;1.0;360;3;FBERobot;40;6;175;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.28;727.0;93.75345326973293
0.0;1.0;360;3;FBERobot;40;6;200;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;225;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;250;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;275;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;300;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;325;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;350;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;375;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;400;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;425;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;450;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;475;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;500;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;525;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;550;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;575;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;600;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;625;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;650;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;675;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;700;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;725;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;750;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;775;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;800;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;825;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;850;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;875;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;900;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;925;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;950;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;975;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;6;1000;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;623;932;746.72;727.0;94.46450832631976
0.0;1.0;360;3;FBERobot;40;9;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;360;3;FBERobot;40;9;25;56.06250000000001;77.0;68.975;69.6875;5.202601012154083;897;1232;1103.6;1115.0;83.24161619446534;223;225;224.52;225.0;0.6531972647421761
0.0;1.0;360;3;FBERobot;40;9;50;73.4375;97.0625;89.0825;88.6875;5.396357760872915;1175;1553;1425.32;1419.0;86.34172417396664;443;450;447.72;448.0;1.9261360284258209
0.0;1.0;360;3;FBERobot;40;9;75;92.5;100.0;98.8175;99.875;1.9204491662108623;1480;1600;1581.08;1598.0;30.727186659373796;627;674;663.08;668.0;11.831877844760452
0.0;1.0;360;3;FBERobot;40;9;100;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;875;783.36;783.0;56.952377767160286
0.0;1.0;360;3;FBERobot;40;9;125;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;970;802.84;786.0;74.2247038839945
0.0;1.0;360;3;FBERobot;40;9;150;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;175;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;200;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;225;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;250;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;275;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;300;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;325;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;350;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;375;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;400;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;425;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;450;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;475;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;500;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;525;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;550;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;575;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;600;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;625;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;650;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;675;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;700;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;725;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;750;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;775;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;800;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;825;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;850;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;875;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;900;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;925;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;950;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;975;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;FBERobot;40;9;1000;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;675;973;803.32;786.0;75.1995788995302
0.0;1.0;360;3;RandomWalkRobot;40;1;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;25;1.9375;7.6875;5.575;5.5625;1.6455036589648369;31;123;89.2;89.0;26.328058543437393;25;25;25.0;25.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;50;3.4375000000000004;14.3125;7.6375;7.5625;2.4208163008580392;55;229;122.2;121.0;38.73306081372863;50;50;50.0;50.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;75;3.5000000000000004;17.0625;9.495;9.375;3.3713290220623673;56;273;151.92;150.0;53.941264352997884;75;75;75.0;75.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;100;3.5000000000000004;17.3125;10.55;9.9375;3.7686601702948317;56;277;168.8;159.0;60.29856272471731;100;100;100.0;100.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;125;3.5000000000000004;19.3125;11.5375;11.0625;4.476901074310964;56;309;184.6;177.0;71.63041718897543;125;125;125.0;125.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;150;3.5000000000000004;21.875;12.32;11.8125;4.781465136772062;56;350;197.12;189.0;76.50344218835299;150;150;150.0;150.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;175;6.0625;22.5;13.3275;13.1875;4.65489633566993;97;360;213.24;211.0;74.47834137071887;175;175;175.0;175.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;200;7.249999999999999;23.75;14.3975;13.4375;5.175779933175933;116;380;230.36;215.0;82.81247893081493;200;200;200.0;200.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;225;7.249999999999999;23.75;15.095;14.124999999999998;5.401645437966102;116;380;241.52;226.0;86.42632700745763;225;225;225.0;225.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;250;7.5625;24.125;15.4975;14.8125;5.460365000391457;121;386;247.96;237.0;87.36584000626331;250;250;250.0;250.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;275;7.625;27.1875;16.66;16.6875;5.7613418485482475;122;435;266.56;267.0;92.18146957677196;275;275;275.0;275.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;300;8.0;30.1875;17.125;16.8125;6.238087605922721;128;483;274.0;269.0;99.80940169476354;300;300;300.0;300.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;325;8.0625;30.3125;17.5575;17.0625;6.514954751697564;129;485;280.92;273.0;104.23927602716103;325;325;325.0;325.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;350;9.0;30.3125;17.875;17.0625;6.691076730429864;144;485;286.0;273.0;107.05722768687782;350;350;350.0;350.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;375;9.5625;30.3125;18.285;17.1875;6.776570005664125;153;485;292.56;275.0;108.425120090626;375;375;375.0;375.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;400;9.5625;31.6875;18.845;17.25;7.209999205385993;153;507;301.52;276.0;115.3599872861759;400;400;400.0;400.0;0.0
0.0;1.0;360;3;RandomWalkRobot;40;1;425;9.5625;32.875;18.99;17.5;7.354838260174954;153;526;303.84;280.0;117.67741216279926;425;425;425.0;425.0;0.0
