factor_size;factor_distance;view_angle;view_radius;robot_type_str;grid_size;initial_no_robots;Step;Explored_min;Explored_max;Explored_mean;Explored_median;Explored_std;Explored_fields_min;Explored_fields_max;Explored_fields_mean;Explored_fields_median;Explored_fields_std;Step_Count_All_Agents_min;Step_Count_All_Agents_max;Step_Count_All_Agents_mean;Step_Count_All_Agents_median;Step_Count_All_Agents_std
0.0;1.0;45;1;FBERobot;40;1;450;21.0625;24.4375;23.16;23.4375;0.8560218674192851;337;391;370.56;375.0;13.696349878708562;183;228;197.96;194.0;12.32707048193798
0.0;1.0;45;1;FBERobot;40;1;475;22.125;25.8125;24.4525;24.6875;0.8428390143833313;354;413;391.24;395.0;13.485424230133301;194;239;208.84;205.0;11.809882867045424
0.0;1.0;45;1;FBERobot;40;1;500;23.4375;27.1875;25.68;25.937500000000004;0.8811761198345466;375;435;410.88;415.0;14.098817917352736;204;250;220.16;216.0;11.984990613262909
0.0;1.0;45;1;FBERobot;40;1;525;24.875;28.5;26.925;27.1875;0.9533384323872961;398;456;430.8;435.0;15.253414918196734;214;259;231.52;227.0;12.35623998903658
0.0;1.0;45;1;FBERobot;40;1;550;26.0625;29.875;28.2375;28.5;1.0013012367248262;417;478;451.8;456.0;16.020819787597222;224;268;242.08;236.0;12.87089740461014
0.0;1.0;45;1;FBERobot;40;1;575;27.375;31.1875;29.51;29.75;0.9911194218323707;438;499;472.16;476.0;15.85791074931793;234;278;253.24;248.0;12.816915905682366
0.0;1.0;45;1;FBERobot;40;1;600;28.5625;32.5;30.7;30.8125;1.0763496856660169;457;520;491.2;493.0;17.22159497065627;244;293;265.64;258.0;13.6622350538507
0.0;1.0;45;1;FBERobot;40;1;625;29.5;33.9375;31.74;31.8125;1.1852610471959326;472;543;507.84;509.0;18.964176755134933;253;305;279.0;276.0;14.311999627352339
0.0;1.0;45;1;FBERobot;40;1;650;30.8125;35.3125;32.885;32.8125;1.154514463241293;493;565;526.16;525.0;18.472231411860687;263;317;291.32;292.0;14.579437574886088
0.0;1.0;45;1;FBERobot;40;1;675;32.1875;36.5625;34.13;34.125;1.1529965488528862;515;585;546.08;546.0;18.44794478164618;277;328;302.68;305.0;14.976982339576962
0.0;1.0;45;1;FBERobot;40;1;700;32.6875;38.0;35.3375;35.4375;1.1824178530310963;523;608;565.4;567.0;18.91868564849754;288;347;314.36;316.0;15.15992524168024
0.0;1.0;45;1;FBERobot;40;1;725;34.125;39.375;36.59;36.75;1.184354386364148;546;630;585.44;588.0;18.949670181826367;298;356;326.12;328.0;14.709180806557521
0.0;1.0;45;1;FBERobot;40;1;750;35.125;40.375;37.6725;38.0625;1.294177666834555;562;646;602.76;609.0;20.70684266935288;312;372;339.08;337.0;15.269577597301119
0.0;1.0;45;1;FBERobot;40;1;775;36.375;40.8125;38.895;39.1875;1.2574931659854043;582;653;622.32;627.0;20.11989065576647;327;381;350.64;348.0;14.444952982501075
0.0;1.0;45;1;FBERobot;40;1;800;37.6875;41.75;40.1125;40.4375;1.2086924753633574;603;668;641.8;647.0;19.33907960581372;339;392;362.44;361.0;13.898680992573846
0.0;1.0;45;1;FBERobot;40;1;825;39.0;43.3125;41.34;41.625;1.1816026810367906;624;693;661.44;666.0;18.90564289658865;357;402;374.76;371.0;12.560785538067803
0.0;1.0;45;1;FBERobot;40;1;850;40.1875;44.3125;42.4875;42.875;1.1517366868487495;643;709;679.8;686.0;18.427786989579992;366;413;387.64;384.0;12.068830376911702
0.0;1.0;45;1;FBERobot;40;1;875;41.3125;45.375;43.7025;44.0625;1.1153054514347172;661;726;699.24;705.0;17.844887222955474;376;423;400.2;403.0;12.596295751794122
0.0;1.0;45;1;FBERobot;40;1;900;41.4375;46.625;44.83;45.0;1.2392138805172679;663;746;717.28;720.0;19.827422088276286;389;444;412.72;414.0;14.281456508353761
0.0;1.0;45;1;FBERobot;40;1;925;41.5;48.0625;45.9725;46.1875;1.3889069443270834;664;769;735.56;739.0;22.222511109233334;398;467;425.2;427.0;15.874507866387543
0.0;1.0;45;1;FBERobot;40;1;950;42.875;48.875;47.2375;47.25;1.3491895715576812;686;782;755.8;756.0;21.5870331449229;409;478;436.92;438.0;15.3729199134929
0.0;1.0;45;1;FBERobot;40;1;975;44.3125;50.18749999999999;48.44;48.5625;1.3948006129909745;709;803;775.04;777.0;22.316809807855595;427;488;449.16;448.0;15.010218741466316
0.0;1.0;45;1;FBERobot;40;1;1000;45.6875;51.6875;49.5725;49.6875;1.5123923859788058;731;827;793.16;795.0;24.19827817566089;438;498;461.88;461.0;15.605340966049624
0.0;1.0;45;1;FBERobot;40;3;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;45;1;FBERobot;40;3;25;4.625;5.375;5.055;5.0625;0.16068700165228061;74;86;80.88;81.0;2.57099202643649;23;30;25.0;25.0;1.6583123951776997
0.0;1.0;45;1;FBERobot;40;3;50;8.5625;9.4375;8.9575;8.9375;0.23711591750309244;137;151;143.32;143.0;3.793854680049479;52;64;56.16;56.0;2.7030846576951055
0.0;1.0;45;1;FBERobot;40;3;75;12.1875;13.5;12.8;12.812499999999998;0.317152861409132;195;216;204.8;205.0;5.074445782546111;82;92;87.4;88.0;2.723355773061366
0.0;1.0;45;1;FBERobot;40;3;100;15.312500000000002;17.8125;16.56;16.5625;0.5944294358177986;245;285;264.96;265.0;9.51087097308478;110;130;120.24;119.0;5.332916650389355
0.0;1.0;45;1;FBERobot;40;3;125;18.5625;22.0625;20.3375;20.3125;0.7116954521891139;297;353;325.4;325.0;11.387127235025822;140;165;153.16;154.0;6.162250671088714
0.0;1.0;45;1;FBERobot;40;3;150;22.4375;26.125;24.0325;24.0;0.8686750567195233;359;418;384.52;384.0;13.898800907512372;169;205;187.44;187.0;8.751571287488893
0.0;1.0;45;1;FBERobot;40;3;175;26.187500000000004;30.5625;27.8225;27.6875;0.9968505091035461;419;489;445.16;443.0;15.949608145656738;198;248;220.76;221.0;11.55522969626019
0.0;1.0;45;1;FBERobot;40;3;200;28.6875;34.0;31.515;31.625;1.0782050091085025;459;544;504.24;506.0;17.251280145736043;233;295;254.92;255.0;13.521341156359698
0.0;1.0;45;1;FBERobot;40;3;225;32.0;37.0;35.115;35.1875;1.160139853279193;512;592;561.84;563.0;18.562237652467086;267;329;290.24;289.0;14.68071297087895
0.0;1.0;45;1;FBERobot;40;3;250;35.125;40.6875;38.61;39.0625;1.4603349358965567;562;651;617.76;625.0;23.365358974344907;296;377;326.48;322.0;18.071893462870268
0.0;1.0;45;1;FBERobot;40;3;275;37.5625;44.4375;42.085;42.75;1.8139254452246192;601;711;673.36;684.0;29.022807123593907;327;429;363.8;358.0;22.37744400060024
0.0;1.0;45;1;FBERobot;40;3;300;41.625;48.6875;45.6125;46.25;1.9062499999999993;666;779;729.8;740.0;30.49999999999999;358;459;400.24;395.0;23.000507240783477
0.0;1.0;45;1;FBERobot;40;3;325;45.25;52.87500000000001;49.13;49.0;1.93278323711343;724;846;786.08;784.0;30.924531793814864;390;492;437.4;434.0;22.64582375038129
0.0;1.0;45;1;FBERobot;40;3;350;47.125;56.43749999999999;52.4925;52.31249999999999;2.123645401583483;754;903;839.88;837.0;33.97832642533574;429;529;475.24;470.0;24.38455795512125
0.0;1.0;45;1;FBERobot;40;3;375;50.375;58.9375;55.6725;55.43749999999999;1.9211575557893918;806;943;890.76;887.0;30.73852089263026;482;565;515.96;512.0;21.129521212433254
0.0;1.0;45;1;FBERobot;40;3;400;54.75;62.5;58.9825;58.5;1.9682142128081486;876;1000;943.72;936.0;31.491427404930374;518;595;554.88;552.0;20.62223718869191
0.0;1.0;45;1;FBERobot;40;3;425;57.875;65.875;61.8625;62.125;2.3335890856861092;926;1054;989.8;994.0;37.33742537097775;559;643;597.96;595.0;23.290699145080783
0.0;1.0;45;1;FBERobot;40;3;450;60.875;69.375;65.01;65.25;2.4517266449722044;974;1110;1040.16;1044.0;39.227626319555284;598;685;638.16;640.0;25.170551576528204
0.0;1.0;45;1;FBERobot;40;3;475;62.875;72.9375;68.055;67.75;2.612465111409783;1006;1167;1088.88;1084.0;41.79944178255653;641;733;680.6;680.0;28.955425513479604
0.0;1.0;45;1;FBERobot;40;3;500;63.5625;76.125;71.075;71.0625;2.8686524130097504;1017;1218;1137.2;1137.0;45.898438608156006;679;799;722.32;721.0;31.143110527584312
0.0;1.0;45;1;FBERobot;40;3;525;66.25;78.875;73.885;74.125;3.1464720653985356;1060;1262;1182.16;1186.0;50.34355304637657;714;847;766.8;761.0;34.65905365124673
0.0;1.0;45;1;FBERobot;40;3;550;67.875;83.0625;76.22;75.75;3.6241971093609147;1086;1329;1219.52;1212.0;57.987153749774635;756;909;815.36;812.0;39.25332257699129
0.0;1.0;45;1;FBERobot;40;3;575;70.625;85.5;78.91;78.875;3.711568696319658;1130;1368;1262.56;1262.0;59.38509914111453;800;949;858.92;852.0;39.61157238316433
0.0;1.0;45;1;FBERobot;40;3;600;74.625;87.4375;81.895;82.0;3.6466540742850837;1194;1399;1310.32;1312.0;58.34646518856134;849;982;900.16;890.0;39.1340431508595
0.0;1.0;45;1;FBERobot;40;3;625;77.8125;90.0;84.6525;84.6875;3.5690765320551296;1245;1440;1354.44;1355.0;57.105224512882074;887;1015;944.48;944.0;37.11818961102493
0.0;1.0;45;1;FBERobot;40;3;650;81.125;92.5;87.305;88.0;3.6848207074202852;1298;1480;1396.88;1408.0;58.957131318724564;930;1072;989.84;983.0;38.80042955088685
0.0;1.0;45;1;FBERobot;40;3;675;84.3125;95.5;89.93;90.75;3.531356930534399;1349;1528;1438.88;1452.0;56.501710888550384;974;1103;1035.08;1028.0;36.555802093055874
0.0;1.0;45;1;FBERobot;40;3;700;84.375;97.0;92.505;92.875;3.3019150850932952;1350;1552;1480.08;1486.0;52.830641361492724;1030;1154;1080.48;1081.0;32.71482844216058
0.0;1.0;45;1;FBERobot;40;3;725;84.4375;99.0;94.675;95.75;3.3790003298559568;1351;1584;1514.8;1532.0;54.06400527769531;1082;1227;1130.4;1124.0;32.218007387174026
0.0;1.0;45;1;FBERobot;40;3;750;87.6875;100.0;96.76;97.75;2.9849165084638463;1403;1600;1548.16;1564.0;47.75866413542154;1132;1266;1181.12;1177.0;27.97218856888628
0.0;1.0;45;1;FBERobot;40;3;775;91.0625;100.0;98.3725;99.3125;2.147057700862586;1457;1600;1573.96;1589.0;34.352923213801375;1162;1303;1230.08;1232.0;28.676238711983604
0.0;1.0;45;1;FBERobot;40;3;800;92.375;100.0;99.335;100.0;1.574937994811226;1478;1600;1589.36;1600.0;25.199007916979618;1162;1365;1264.92;1284.0;49.53527362731865
0.0;1.0;45;1;FBERobot;40;3;825;94.375;100.0;99.69;100.0;1.1315607308050202;1510;1600;1595.04;1600.0;18.104971692880323;1162;1421;1283.48;1289.0;69.85647190251355
0.0;1.0;45;1;FBERobot;40;3;850;96.125;100.0;99.8275;100.0;0.7750336014221143;1538;1600;1597.24;1600.0;12.400537622753829;1162;1476;1293.04;1289.0;85.30801056563601
0.0;1.0;45;1;FBERobot;40;3;875;99.0;100.0;99.96;100.0;0.19999999999999934;1584;1600;1599.36;1600.0;3.1999999999999895;1162;1512;1297.28;1289.0;93.75389769675354
0.0;1.0;45;1;FBERobot;40;3;900;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1162;1537;1298.28;1289.0;96.23994319754486
0.0;1.0;45;1;FBERobot;40;3;925;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1162;1537;1298.28;1289.0;96.23994319754486
0.0;1.0;45;1;FBERobot;40;3;950;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1162;1537;1298.28;1289.0;96.23994319754486
0.0;1.0;45;1;FBERobot;40;3;975;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1162;1537;1298.28;1289.0;96.23994319754486
0.0;1.0;45;1;FBERobot;40;3;1000;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1162;1537;1298.28;1289.0;96.23994319754486
0.0;1.0;45;1;FBERobot;40;6;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;45;1;FBERobot;40;6;25;9.375;10.25;9.8725;9.875;0.22641338483696874;150;164;157.96;158.0;3.6226141573915;48;54;50.48;50.0;1.8284784202536635
0.0;1.0;45;1;FBERobot;40;6;50;16.375;18.0625;17.4675;17.6875;0.47739254899226613;262;289;279.48;283.0;7.638280783876258;106;130;113.48;113.0;5.41694871060575
0.0;1.0;45;1;FBERobot;40;6;75;23.1875;26.25;25.1075;25.375;0.8636767335062355;371;420;401.72;406.0;13.818827736099763;165;195;177.6;177.0;7.90569415042095
0.0;1.0;45;1;FBERobot;40;6;100;30.3125;34.4375;32.475;32.6875;1.1127808634228014;485;551;519.6;523.0;17.804493814764832;230;264;245.52;244.0;10.51633649772264
0.0;1.0;45;1;FBERobot;40;6;125;37.0;41.6875;39.54;39.75;1.4317002566878305;592;667;632.64;636.0;22.90720410700529;294;353;317.68;314.0;15.528790465884116
0.0;1.0;45;1;FBERobot;40;6;150;42.5;49.5;46.315;46.75;2.0308877882180827;680;792;741.04;748.0;32.49420461148932;356;450;391.84;390.0;22.103318001301673
0.0;1.0;45;1;FBERobot;40;6;175;47.1875;57.375;52.9475;53.0625;2.534378211054274;755;918;847.16;849.0;40.550051376868396;419;547;467.48;462.0;27.95102860361314
0.0;1.0;45;1;FBERobot;40;6;200;51.81249999999999;63.9375;59.4875;60.4375;2.9159783413976186;829;1023;951.8;967.0;46.655653462361876;496;641;544.96;540.0;32.409463638470385
0.0;1.0;45;1;FBERobot;40;6;225;56.125;70.125;65.5525;66.5625;3.4066647301038198;898;1122;1048.84;1065.0;54.50663568166112;582;733;627.0;619.0;35.532848652104086
0.0;1.0;45;1;FBERobot;40;6;250;64.5;76.9375;71.5125;72.0625;3.2091787306100596;1032;1231;1144.2;1153.0;51.346859689760954;664;792;711.68;705.0;31.90966415784827
0.0;1.0;45;1;FBERobot;40;6;275;68.625;83.3125;77.1175;78.0;3.5681296892302945;1098;1333;1233.88;1248.0;57.09007502768471;743;877;799.2;796.0;35.455371008259576
0.0;1.0;45;1;FBERobot;40;6;300;71.1875;88.625;82.0325;82.625;4.239152824169786;1139;1418;1312.52;1322.0;67.82644518671657;832;988;894.28;881.0;40.73953853445078
0.0;1.0;45;1;FBERobot;40;6;325;74.25;94.375;86.59;87.75;4.782886430197425;1188;1510;1385.44;1404.0;76.5261828831588;914;1097;992.96;984.0;45.63942009564392
0.0;1.0;45;1;FBERobot;40;6;350;81.25;99.0625;90.915;91.0;4.485722431132656;1300;1585;1454.64;1456.0;71.77155889812249;1009;1168;1094.12;1089.0;39.76422177452154
0.0;1.0;45;1;FBERobot;40;6;375;81.25;100.0;94.3475;94.6875;4.421703103254825;1300;1600;1509.56;1515.0;70.7472496520772;1105;1311;1203.44;1201.0;41.613379258759245
0.0;1.0;45;1;FBERobot;40;6;400;82.5625;100.0;97.3375;98.4375;3.84548571921242;1321;1600;1557.4;1575.0;61.52777150739872;1171;1447;1301.68;1313.0;54.074578130578125
0.0;1.0;45;1;FBERobot;40;6;425;89.3125;100.0;99.155;100.0;2.2556439629294323;1429;1600;1586.48;1600.0;36.090303406870916;1176;1520;1364.8;1406.0;90.67294708640132
0.0;1.0;45;1;FBERobot;40;6;450;94.375;100.0;99.7275;100.0;1.1280167884388943;1510;1600;1595.64;1600.0;18.04826861502231;1176;1611;1397.88;1436.0;125.42073193854354
0.0;1.0;45;1;FBERobot;40;6;475;97.0625;100.0;99.8825;100.0;0.5874999999999996;1553;1600;1598.12;1600.0;9.399999999999993;1176;1728;1408.84;1436.0;143.7514289784047
0.0;1.0;45;1;FBERobot;40;6;500;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1800;1411.72;1436.0;150.9529507274811
0.0;1.0;45;1;FBERobot;40;6;525;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;550;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;575;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;600;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;625;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;650;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;675;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;700;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;725;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;750;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;775;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;800;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;825;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;850;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;875;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;900;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;925;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;950;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;975;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;6;1000;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1176;1801;1411.76;1436.0;151.0602197800599
0.0;1.0;45;1;FBERobot;40;9;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0.0
0.0;1.0;45;1;FBERobot;40;9;25;13.625000000000002;15.375;14.6675;14.8125;0.46899993336886464;218;246;234.68;237.0;7.503998933901836;71;82;76.8;77.0;2.5495097567963936
0.0;1.0;45;1;FBERobot;40;9;50;23.125;26.9375;25.8225;26.0625;0.9863455804973565;370;431;413.16;417.0;15.7815292879577;165;203;175.72;175.0;8.624190783294784
0.0;1.0;45;1;FBERobot;40;9;75;31.125000000000004;38.8125;36.5275;36.9375;1.6619477466214143;498;621;584.44;591.0;26.591163945942636;256;336;280.92;276.0;17.082934954704555
0.0;1.0;45;1;FBERobot;40;9;100;38.6875;50.31250000000001;46.9675;47.875;2.7114437267502596;619;805;751.48;766.0;43.38309962800415;354;470;389.4;385.0;27.03547052793176
0.0;1.0;45;1;FBERobot;40;9;125;47.0;61.4375;56.76;57.9375;3.5447143749532204;752;983;908.16;927.0;56.71542999925155;463;594;504.4;494.0;34.45044750555982
0.0;1.0;45;1;FBERobot;40;9;150;57.62500000000001;70.75;65.4975;66.125;3.4001033991630307;922;1132;1047.96;1058.0;54.40165438660849;565;699;630.6;628.0;33.47511513547537
0.0;1.0;45;1;FBERobot;40;9;175;66.9375;80.125;73.7675;73.8125;3.6196314412980417;1071;1282;1180.28;1181.0;57.91410306076867;691;820;762.16;772.0;35.93011735763378
0.0;1.0;45;1;FBERobot;40;9;200;74.1875;86.8125;80.305;80.375;3.773162839382894;1187;1389;1284.88;1286.0;60.370605430126304;842;971;911.24;910.0;37.20694379637579
0.0;1.0;45;1;FBERobot;40;9;225;79.4375;94.5625;86.4975;86.1875;4.178179926714504;1271;1513;1383.96;1379.0;66.85087882743207;969;1128;1063.52;1067.0;39.56126051244238
0.0;1.0;45;1;FBERobot;40;9;250;85.5625;98.375;92.365;92.6875;3.947353741749021;1369;1574;1477.84;1483.0;63.157659867984336;1149;1282;1217.28;1209.0;34.97084499979947
0.0;1.0;45;1;FBERobot;40;9;275;88.9375;100.0;96.2025;97.5;3.2828507999907632;1423;1600;1539.24;1560.0;52.52561279985221;1341;1452;1391.48;1397.0;32.36525915236892
0.0;1.0;45;1;FBERobot;40;9;300;92.9375;100.0;98.7475;99.875;2.0429534635342694;1487;1600;1579.96;1598.0;32.68725541654831;1400;1631;1541.28;1563.0;60.74641278846568
0.0;1.0;45;1;FBERobot;40;9;325;99.875;100.0;99.9925;100.0;0.027481054079735213;1598;1600;1599.88;1600.0;0.4396968652757634;1400;1774;1593.96;1575.0;114.5514731463546
0.0;1.0;45;1;FBERobot;40;9;350;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;375;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;400;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;425;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;450;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;475;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;500;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;525;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;550;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;575;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
0.0;1.0;45;1;FBERobot;40;9;600;100.0;100.0;100.0;100.0;0.0;1600;1600;1600.0;1600.0;0.0;1400;1805;1599.56;1575.0;122.61765778222973
